transport_type,km_per_day,food_type,kg_food_per_day,energy_source,kwh_per_day,flights_per_year,flight_km_total,waste_co2_monthly,clothing_co2_monthly,grocery_bill_monthly,energy_efficient,monthly_co2_kg
bus,11.67,chicken,0.15,coal,3.96,1,2000.0,60.62,30.0,72.0,1,167.08
bicycle,2.9,fish,0.15,natural_gas,5.38,0,0.0,12.99,21.67,188.0,0,79.08
bus,55.17,fish,0.15,coal,4.99,0,0.0,12.99,7.5,227.0,0,135.42
bus,49.53,dairy,0.75,natural_gas,4.17,4,8000.0,25.98,36.67,284.0,1,204.75
bus,15.27,dairy,0.75,grid_eu,4.24,0,0.0,90.93,9.17,194.0,0,123.25
bicycle,1.4,chicken,0.15,grid_eu,5.83,8,16000.0,60.62,32.5,214.0,0,220.0
car_diesel,277.93,vegetables,0.9,coal,5.13,4,8000.0,60.62,26.67,248.0,0,315.0
bus,22.93,vegetables,0.9,coal,5.22,0,0.0,12.99,22.5,64.0,1,108.58
car_diesel,128.23,vegetables,0.9,natural_gas,3.41,1,2000.0,15.16,14.17,263.0,0,209.67
bicycle,3.13,dairy,0.75,coal,4.97,8,16000.0,30.31,9.17,254.0,1,236.83
bus,45.87,chicken,0.15,coal,5.27,8,16000.0,75.78,1.67,150.0,1,317.5
bus,41.0,chicken,0.15,coal,3.23,0,0.0,43.3,29.17,245.0,0,173.0
car_petrol,65.33,fish,0.15,coal,5.38,0,0.0,4.33,9.17,84.0,0,107.17
bus,49.53,dairy,0.75,grid_eu,4.84,4,8000.0,12.99,41.67,108.0,0,151.58
bicycle,0.3,chicken,0.15,coal,3.5,0,0.0,21.65,20.83,134.0,0,140.08
bicycle,0.03,dairy,0.75,grid_eu,4.09,0,0.0,60.62,1.67,53.0,0,78.42
bus,5.77,dairy,0.75,grid_eu,3.58,4,8000.0,75.78,26.67,79.0,1,132.75
bicycle,3.2,vegetables,0.9,grid_eu,6.36,8,16000.0,10.82,19.17,180.0,0,154.0
bus,31.9,dairy,0.75,coal,3.09,1,2000.0,60.62,14.17,116.0,0,157.17
bus,35.53,vegetables,0.9,coal,3.69,0,0.0,12.99,15.0,179.0,1,124.25
car_diesel,129.67,dairy,0.75,grid_eu,5.25,1,2000.0,15.16,17.5,102.0,1,179.0
car_diesel,81.77,vegetables,0.9,grid_eu,5.38,1,2000.0,106.09,7.5,143.0,1,188.42
bicycle,3.07,fish,0.15,grid_eu,4.2,4,8000.0,60.62,39.17,209.0,0,167.67
car_petrol,231.87,vegetables,0.9,coal,4.28,0,0.0,2.17,12.5,61.0,0,226.08
bicycle,0.63,fish,0.15,natural_gas,4.19,8,16000.0,15.16,2.5,290.0,1,193.08
bus,32.9,vegetables,0.9,grid_eu,4.53,8,16000.0,30.31,25.0,72.0,0,199.58
bus,54.0,chicken,0.15,natural_gas,6.01,1,2000.0,15.16,22.5,299.0,0,173.5
bus,36.17,chicken,0.15,grid_eu,3.51,4,8000.0,106.09,3.33,238.0,1,184.67
bicycle,2.77,vegetables,0.9,grid_eu,6.16,8,16000.0,4.33,41.67,173.0,1,196.5
bicycle,2.57,dairy,0.75,grid_eu,6.03,8,16000.0,106.09,33.33,57.0,1,294.25
car_petrol,124.33,chicken,0.15,grid_eu,4.94,1,2000.0,8.66,37.5,211.0,0,200.08
bus,39.77,fish,0.15,coal,4.22,0,0.0,75.78,25.83,219.0,0,134.67
car_ev,56.9,fish,0.15,grid_eu,5.48,4,8000.0,60.62,36.67,171.0,1,216.42
bus,31.2,dairy,0.75,grid_eu,4.24,0,0.0,45.47,13.33,239.0,0,105.08
bus,13.5,vegetables,0.9,coal,3.36,8,16000.0,8.66,11.67,108.0,1,174.58
bicycle,2.83,dairy,0.75,coal,5.17,0,0.0,30.31,0.83,193.0,1,101.67
bicycle,2.33,fish,0.15,grid_eu,5.6,4,8000.0,25.98,11.67,62.0,1,180.92
bicycle,2.77,dairy,0.75,grid_eu,2.63,1,2000.0,12.99,15.0,143.0,1,62.92
car_petrol,72.9,chicken,0.15,coal,3.97,8,16000.0,12.99,35.83,235.0,0,326.92
car_petrol,182.43,vegetables,0.9,coal,4.6,4,8000.0,17.32,8.33,129.0,0,325.42
bus,7.93,fish,0.15,grid_eu,5.15,1,2000.0,34.64,10.0,185.0,0,99.17
bus,62.87,dairy,0.75,coal,3.09,1,2000.0,10.82,4.17,67.0,0,110.08
bus,21.17,chicken,0.15,coal,3.01,8,16000.0,8.66,35.0,66.0,0,202.17
bicycle,1.03,chicken,0.15,coal,5.24,4,8000.0,8.66,39.17,219.0,1,205.92
bus,65.6,vegetables,0.9,natural_gas,5.66,4,8000.0,15.16,3.33,92.0,0,126.42
bus,31.73,dairy,0.75,coal,3.09,1,2000.0,60.62,23.33,173.0,0,177.5
bicycle,3.23,vegetables,0.9,coal,6.3,8,16000.0,60.62,4.17,122.0,0,216.5
bicycle,1.07,fish,0.15,coal,4.55,8,16000.0,25.98,30.0,228.0,0,271.33
car_diesel,151.83,vegetables,0.9,coal,5.94,0,0.0,4.33,29.17,62.0,0,172.25
bicycle,2.33,fish,0.15,coal,6.34,8,16000.0,8.66,30.0,212.0,0,277.33
bus,13.53,fish,0.15,coal,3.76,8,16000.0,43.3,11.67,274.0,0,224.67
car_ev,19.63,fish,0.15,coal,5.29,1,2000.0,106.09,6.67,83.0,0,151.83
bus,49.47,chicken,0.15,grid_eu,4.35,0,0.0,6.5,11.67,219.0,1,116.42
car_diesel,293.63,fish,0.15,natural_gas,4.08,0,0.0,15.16,29.17,196.0,0,317.25
car_petrol,310.53,vegetables,0.9,coal,5.93,0,0.0,10.82,21.67,107.0,1,399.75
bicycle,2.33,vegetables,0.9,coal,6.16,0,0.0,17.32,4.17,191.0,0,77.58
bus,21.0,vegetables,0.9,coal,4.27,4,8000.0,90.93,18.33,146.0,0,173.25
bus,43.97,dairy,0.75,grid_eu,5.8,0,0.0,43.3,37.5,208.0,0,148.08
bicycle,3.03,fish,0.15,coal,5.96,8,16000.0,15.16,1.67,156.0,0,205.5
car_petrol,96.37,dairy,0.75,natural_gas,4.52,4,8000.0,51.96,0.83,192.0,1,203.92
car_ev,151.27,dairy,0.75,coal,4.83,4,8000.0,75.78,40.0,77.0,1,187.42
bicycle,2.13,dairy,0.75,coal,5.25,4,8000.0,8.66,34.17,112.0,1,150.33
bicycle,1.2,chicken,0.15,natural_gas,5.49,1,2000.0,12.99,13.33,238.0,1,129.0
bus,21.57,chicken,0.15,grid_eu,3.77,4,8000.0,6.5,16.67,289.0,0,175.5
car_petrol,274.73,fish,0.15,grid_eu,5.61,8,16000.0,8.66,19.17,263.0,0,449.92
bus,42.47,dairy,0.75,coal,5.57,0,0.0,60.62,9.17,151.0,0,178.08
car_petrol,60.57,dairy,0.75,coal,5.51,0,0.0,4.33,40.83,218.0,0,134.17
bus,21.03,chicken,0.15,coal,5.83,8,16000.0,15.16,15.0,54.0,1,204.58
bicycle,0.37,chicken,0.15,coal,4.59,8,16000.0,8.66,31.67,170.0,0,273.25
bicycle,1.67,fish,0.15,coal,3.44,0,0.0,17.32,19.17,126.0,0,106.58
bicycle,0.17,chicken,0.15,grid_eu,4.47,1,2000.0,75.78,41.67,286.0,0,153.75
car_petrol,192.07,fish,0.15,coal,3.56,1,2000.0,60.62,2.5,295.0,1,330.17
bus,49.37,fish,0.15,natural_gas,5.17,8,16000.0,25.98,28.33,69.0,0,219.67
bicycle,0.83,fish,0.15,coal,5.03,0,0.0,25.98,2.5,234.0,0,98.42
bus,59.73,vegetables,0.9,natural_gas,3.16,0,0.0,30.31,14.17,200.0,0,113.83
bus,34.9,fish,0.15,coal,5.0,8,16000.0,4.33,8.33,81.0,0,221.5
car_ev,213.8,fish,0.15,grid_eu,4.86,8,16000.0,60.62,41.67,135.0,0,293.83
car_ev,203.5,dairy,0.75,grid_eu,4.64,0,0.0,17.32,0.83,81.0,0,45.42
bus,14.1,fish,0.15,coal,3.61,8,16000.0,43.3,13.33,64.0,0,181.67
car_petrol,201.47,chicken,0.15,coal,3.7,0,0.0,17.32,12.5,85.0,0,186.0
car_diesel,306.43,fish,0.15,grid_eu,4.75,0,0.0,21.65,24.17,280.0,0,333.92
car_diesel,67.2,vegetables,0.9,grid_eu,4.35,8,16000.0,15.16,31.67,276.0,0,245.17
bus,5.03,chicken,0.15,coal,3.7,0,0.0,2.17,15.83,60.0,0,73.08
bus,27.93,vegetables,0.9,coal,5.17,4,8000.0,30.31,21.67,225.0,0,181.75
bus,9.3,chicken,0.15,coal,3.82,1,2000.0,10.82,12.5,284.0,0,130.08
bicycle,2.3,vegetables,0.9,grid_eu,3.78,1,2000.0,8.66,24.17,231.0,0,91.42
bus,60.27,vegetables,0.9,grid_eu,3.03,8,16000.0,90.93,34.17,229.0,1,269.58
bicycle,1.93,dairy,0.75,coal,4.95,0,0.0,17.32,40.0,163.0,0,143.17
bus,49.63,vegetables,0.9,coal,4.45,1,2000.0,17.32,4.17,272.0,0,81.42
bicycle,3.23,fish,0.15,grid_eu,5.79,4,8000.0,12.99,5.83,88.0,1,104.42
bicycle,1.53,dairy,0.75,grid_eu,5.79,8,16000.0,17.32,19.17,297.0,0,155.17
car_ev,313.67,fish,0.15,natural_gas,5.12,8,16000.0,6.5,20.0,214.0,0,258.67
bicycle,3.03,fish,0.15,coal,3.79,0,0.0,60.62,22.5,106.0,0,126.67
bicycle,2.17,dairy,0.75,coal,5.26,8,16000.0,60.62,2.5,93.0,0,243.83
car_petrol,3.0,vegetables,0.9,natural_gas,5.91,1,2000.0,17.32,0.83,275.0,0,117.33
bicycle,1.3,chicken,0.15,coal,5.19,4,8000.0,10.82,38.33,265.0,1,187.25
car_petrol,189.5,vegetables,0.9,natural_gas,3.93,8,16000.0,17.32,3.33,204.0,1,259.17
car_diesel,118.13,chicken,0.15,grid_eu,4.4,0,0.0,4.33,30.0,58.0,0,178.42
bus,65.93,dairy,0.75,coal,5.36,0,0.0,4.33,27.5,145.0,0,115.92
bus,46.77,fish,0.15,natural_gas,5.49,1,2000.0,6.5,23.33,143.0,0,114.67
car_ev,181.23,chicken,0.15,grid_eu,4.22,0,0.0,45.47,9.17,232.0,0,77.08
bicycle,1.27,dairy,0.75,grid_eu,4.6,0,0.0,51.96,33.33,84.0,0,91.75
bus,28.33,vegetables,0.9,coal,6.0,8,16000.0,8.66,24.17,253.0,1,183.83
bus,28.53,fish,0.15,coal,3.92,0,0.0,15.16,28.33,69.0,1,116.17
bus,59.37,vegetables,0.9,grid_eu,5.98,8,16000.0,60.62,2.5,89.0,0,252.58
bicycle,2.77,dairy,0.75,coal,4.08,8,16000.0,21.65,30.83,175.0,1,251.83
bus,65.17,dairy,0.75,natural_gas,4.1,1,2000.0,34.64,1.67,209.0,0,100.92
bus,49.23,dairy,0.75,coal,4.53,0,0.0,43.3,2.5,173.0,0,105.58
bicycle,0.13,fish,0.15,grid_eu,3.8,8,16000.0,10.82,20.0,137.0,0,222.0
bicycle,0.8,dairy,0.75,grid_eu,4.94,0,0.0,43.3,30.83,97.0,0,132.5
bus,33.53,vegetables,0.9,grid_eu,4.43,4,8000.0,60.62,4.17,249.0,0,161.08
car_petrol,188.23,chicken,0.15,natural_gas,3.58,0,0.0,25.98,2.5,275.0,1,278.17
bicycle,1.83,vegetables,0.9,coal,5.08,1,2000.0,25.98,32.5,228.0,0,197.17
bicycle,3.27,chicken,0.15,coal,3.45,1,2000.0,12.99,1.67,50.0,0,104.5
bus,29.33,chicken,0.15,coal,4.68,1,2000.0,6.5,13.33,149.0,0,130.25
bus,25.3,fish,0.15,coal,4.0,8,16000.0,34.64,36.67,178.0,0,271.42
bicycle,1.53,dairy,0.75,natural_gas,4.38,0,0.0,106.09,38.33,273.0,0,176.25
bicycle,1.47,dairy,0.75,natural_gas,3.89,4,8000.0,4.33,1.67,141.0,1,115.08
bus,47.5,chicken,0.15,grid_eu,6.14,4,8000.0,4.33,36.67,206.0,1,163.75
bicycle,0.03,vegetables,0.9,coal,5.62,8,16000.0,45.47,30.83,139.0,0,206.5
bicycle,1.27,dairy,0.75,natural_gas,4.92,1,2000.0,25.98,26.67,115.0,1,107.42
bicycle,3.07,dairy,0.75,coal,5.04,1,2000.0,15.16,4.17,181.0,1,123.0
bus,44.4,chicken,0.15,coal,4.1,8,16000.0,2.17,33.33,102.0,1,227.58
car_petrol,288.03,dairy,0.75,coal,3.92,0,0.0,4.33,28.33,226.0,0,244.0
bicycle,0.7,dairy,0.75,natural_gas,3.95,8,16000.0,4.33,33.33,213.0,0,275.67
car_petrol,68.67,vegetables,0.9,grid_eu,5.04,8,16000.0,15.16,26.67,53.0,0,255.58
bicycle,3.3,vegetables,0.9,natural_gas,5.26,0,0.0,10.82,31.67,118.0,1,114.17
car_petrol,129.97,fish,0.15,grid_eu,5.59,1,2000.0,34.64,32.5,208.0,0,272.67
bicycle,0.47,dairy,0.75,coal,5.28,8,16000.0,17.32,25.83,186.0,0,195.92
bicycle,1.3,vegetables,0.9,grid_eu,4.11,1,2000.0,17.32,28.33,189.0,0,83.92
bus,43.6,chicken,0.15,natural_gas,2.74,1,2000.0,10.82,25.83,282.0,0,161.83
car_diesel,219.43,vegetables,0.9,grid_eu,4.31,1,2000.0,15.16,10.83,183.0,0,242.67
bus,13.37,chicken,0.15,coal,6.11,0,0.0,43.3,10.83,298.0,0,143.33
bus,46.27,dairy,0.75,natural_gas,4.47,4,8000.0,25.98,9.17,152.0,0,186.0
car_diesel,61.37,chicken,0.15,coal,5.17,8,16000.0,4.33,12.5,203.0,1,216.58
bus,28.03,dairy,0.75,natural_gas,3.47,4,8000.0,60.62,10.83,119.0,1,190.83
car_petrol,309.07,fish,0.15,coal,4.87,1,2000.0,106.09,37.5,275.0,0,475.58
bus,52.27,fish,0.15,grid_eu,4.94,4,8000.0,25.98,1.67,298.0,0,145.75
bicycle,1.6,vegetables,0.9,grid_eu,2.69,0,0.0,2.17,1.67,67.0,0,36.92
car_petrol,44.17,vegetables,0.9,natural_gas,5.89,4,8000.0,43.3,33.33,245.0,0,290.92
car_petrol,251.5,dairy,0.75,coal,4.07,1,2000.0,30.31,15.83,95.0,1,294.25
bicycle,2.47,dairy,0.75,natural_gas,4.07,4,8000.0,106.09,29.17,133.0,1,214.58
car_petrol,158.73,dairy,0.75,coal,3.47,4,8000.0,12.99,37.5,55.0,0,406.83
bus,64.8,fish,0.15,grid_eu,3.81,4,8000.0,17.32,40.0,127.0,0,153.58
bus,14.6,vegetables,0.9,coal,4.2,8,16000.0,4.33,18.33,147.0,0,189.0
bicycle,2.87,dairy,0.75,natural_gas,5.04,1,2000.0,51.96,5.83,178.0,1,124.67
bicycle,0.37,fish,0.15,coal,4.91,4,8000.0,12.99,3.33,210.0,0,163.42
car_diesel,134.27,vegetables,0.9,coal,4.69,0,0.0,90.93,5.0,212.0,0,218.25
car_petrol,135.7,vegetables,0.9,coal,4.27,1,2000.0,8.66,23.33,96.0,0,165.25
bus,50.23,fish,0.15,grid_eu,4.43,4,8000.0,43.3,41.67,116.0,1,170.5
bus,10.03,chicken,0.15,natural_gas,4.98,4,8000.0,8.66,14.17,69.0,0,95.83
bus,4.7,vegetables,0.9,natural_gas,3.6,4,8000.0,8.66,15.83,264.0,0,129.92
bicycle,2.07,vegetables,0.9,grid_eu,5.3,1,2000.0,15.16,22.5,58.0,1,97.33
bus,43.27,vegetables,0.9,coal,5.92,0,0.0,4.33,23.33,162.0,0,134.92
car_petrol,49.53,fish,0.15,coal,3.42,8,16000.0,60.62,38.33,207.0,0,293.5
bicycle,0.63,vegetables,0.9,grid_eu,5.35,0,0.0,25.98,8.33,250.0,0,93.58
bus,24.47,fish,0.15,grid_eu,4.21,0,0.0,17.32,26.67,239.0,1,100.33
car_petrol,242.2,chicken,0.15,grid_eu,3.27,0,0.0,90.93,0.83,138.0,1,346.25
bus,48.47,dairy,0.75,grid_eu,5.26,4,8000.0,2.17,23.33,60.0,0,177.83
bicycle,0.57,fish,0.15,coal,3.24,1,2000.0,60.62,28.33,205.0,1,192.25
car_diesel,133.23,dairy,0.75,natural_gas,4.27,0,0.0,8.66,30.0,158.0,1,246.92
bicycle,1.03,fish,0.15,natural_gas,6.04,1,2000.0,75.78,22.5,272.0,1,141.58
car_petrol,288.4,chicken,0.15,natural_gas,3.81,1,2000.0,17.32,35.83,222.0,1,282.92
bus,56.23,dairy,0.75,natural_gas,3.77,0,0.0,90.93,20.0,144.0,1,194.25
bus,62.8,dairy,0.75,coal,4.27,0,0.0,12.99,7.5,68.0,0,79.25
car_diesel,14.33,dairy,0.75,natural_gas,5.9,0,0.0,17.32,24.17,93.0,0,107.25
bus,2.53,fish,0.15,coal,5.16,0,0.0,12.99,25.83,266.0,0,117.08
bus,40.33,vegetables,0.9,grid_eu,3.84,8,16000.0,6.5,25.83,68.0,0,199.0
car_petrol,269.43,dairy,0.75,natural_gas,4.24,1,2000.0,2.17,17.5,161.0,0,268.58
bus,32.57,chicken,0.15,grid_eu,5.25,1,2000.0,21.65,25.0,180.0,1,136.08
car_petrol,156.6,chicken,0.15,natural_gas,4.97,8,16000.0,75.78,30.83,173.0,0,473.25
car_ev,189.93,chicken,0.15,natural_gas,3.91,4,8000.0,60.62,36.67,128.0,1,187.58
bicycle,2.43,dairy,0.75,coal,3.81,0,0.0,45.47,4.17,275.0,0,62.58
bicycle,2.1,vegetables,0.9,grid_eu,5.21,0,0.0,4.33,5.83,221.0,1,40.67
bus,66.57,vegetables,0.9,coal,4.73,1,2000.0,43.3,14.17,224.0,1,114.67
bicycle,1.17,dairy,0.75,coal,5.91,0,0.0,2.17,39.17,124.0,0,120.75
car_diesel,197.33,dairy,0.75,coal,5.7,0,0.0,8.66,33.33,230.0,0,280.25
car_petrol,4.67,dairy,0.75,natural_gas,3.54,8,16000.0,30.31,25.83,263.0,1,203.17
car_diesel,233.33,vegetables,0.9,coal,3.54,4,8000.0,21.65,20.83,263.0,1,309.33
bus,5.13,dairy,0.75,coal,5.39,4,8000.0,45.47,0.83,260.0,1,197.0
car_petrol,197.9,vegetables,0.9,grid_eu,4.51,0,0.0,43.3,26.67,114.0,1,161.25
bicycle,1.13,dairy,0.75,grid_eu,2.81,0,0.0,17.32,39.17,111.0,0,110.75
car_petrol,236.57,dairy,0.75,natural_gas,4.23,1,2000.0,8.66,18.33,194.0,0,275.0
car_petrol,117.73,dairy,0.75,coal,5.88,8,16000.0,25.98,10.83,144.0,0,314.42
bicycle,0.23,chicken,0.15,natural_gas,3.79,4,8000.0,4.33,34.17,108.0,0,137.0
car_ev,172.87,vegetables,0.9,coal,4.92,1,2000.0,12.99,37.5,180.0,1,180.08
bus,38.87,fish,0.15,natural_gas,2.93,4,8000.0,4.33,11.67,276.0,0,139.58
bicycle,1.8,chicken,0.15,coal,3.91,4,8000.0,21.65,36.67,162.0,0,182.0
bicycle,0.6,dairy,0.75,coal,5.44,4,8000.0,10.82,39.17,235.0,0,229.25
bus,31.03,fish,0.15,natural_gas,5.61,1,2000.0,106.09,20.83,263.0,0,205.08
bus,64.87,dairy,0.75,grid_eu,5.42,1,2000.0,90.93,38.33,84.0,0,128.17
car_petrol,331.7,chicken,0.15,grid_eu,3.17,8,16000.0,43.3,23.33,84.0,0,478.92
bus,13.23,vegetables,0.9,grid_eu,4.57,8,16000.0,25.98,6.67,253.0,0,175.75
car_ev,266.63,vegetables,0.9,coal,5.79,1,2000.0,43.3,17.5,280.0,1,144.67
bicycle,2.53,chicken,0.15,coal,4.21,8,16000.0,75.78,24.17,163.0,0,287.17
car_petrol,290.67,fish,0.15,coal,5.14,1,2000.0,12.99,4.17,281.0,1,398.25
bicycle,2.07,vegetables,0.9,natural_gas,3.53,4,8000.0,106.09,10.0,72.0,1,187.75
bus,64.03,fish,0.15,natural_gas,4.46,0,0.0,8.66,34.17,58.0,1,127.92
car_ev,88.43,vegetables,0.9,natural_gas,4.43,1,2000.0,4.33,27.5,222.0,1,85.42
bus,34.13,chicken,0.15,coal,4.81,8,16000.0,12.99,0.83,221.0,0,259.67
bicycle,1.83,chicken,0.15,natural_gas,2.7,4,8000.0,75.78,39.17,273.0,1,207.83
bicycle,2.13,dairy,0.75,grid_eu,3.03,1,2000.0,34.64,26.67,235.0,0,91.0
bus,53.27,dairy,0.75,grid_eu,4.12,4,8000.0,6.5,1.67,161.0,1,90.92
car_petrol,24.8,chicken,0.15,coal,5.0,1,2000.0,60.62,37.5,135.0,1,265.33
car_petrol,69.83,vegetables,0.9,natural_gas,5.52,4,8000.0,17.32,34.17,66.0,0,206.83
bicycle,2.07,vegetables,0.9,coal,4.8,8,16000.0,30.31,9.17,50.0,1,179.5
car_ev,144.17,fish,0.15,coal,3.63,1,2000.0,4.33,20.83,171.0,1,117.67
bicycle,0.2,fish,0.15,coal,4.75,4,8000.0,17.32,6.67,146.0,1,160.58
bus,49.07,fish,0.15,natural_gas,6.01,4,8000.0,8.66,29.17,292.0,1,153.33
car_petrol,139.7,dairy,0.75,coal,3.88,1,2000.0,17.32,18.33,192.0,1,200.0
bus,9.77,fish,0.15,coal,5.6,0,0.0,30.31,39.17,130.0,1,146.92
bicycle,2.8,vegetables,0.9,natural_gas,5.42,8,16000.0,4.33,11.67,297.0,0,223.5
car_diesel,26.8,chicken,0.15,coal,5.68,8,16000.0,60.62,12.5,249.0,0,294.42
bicycle,2.47,chicken,0.15,grid_eu,3.46,1,2000.0,21.65,20.83,147.0,0,118.5
bus,15.53,vegetables,0.9,coal,5.02,8,16000.0,43.3,25.83,256.0,0,273.33
bus,15.53,chicken,0.15,coal,4.49,0,0.0,30.31,38.33,173.0,0,153.08
bicycle,2.83,vegetables,0.9,grid_eu,5.01,0,0.0,51.96,19.17,161.0,0,118.75
bus,16.63,chicken,0.15,coal,2.78,1,2000.0,90.93,30.0,223.0,0,235.67
bus,15.1,dairy,0.75,natural_gas,4.18,4,8000.0,4.33,5.0,165.0,1,150.17
car_petrol,221.77,chicken,0.15,coal,5.13,0,0.0,45.47,40.83,247.0,0,338.25
bus,34.27,vegetables,0.9,coal,3.56,4,8000.0,4.33,17.5,194.0,0,136.67
bicycle,2.53,fish,0.15,natural_gas,4.5,8,16000.0,90.93,13.33,295.0,0,199.17
car_diesel,126.3,fish,0.15,coal,3.28,4,8000.0,90.93,25.0,152.0,1,238.0
bus,51.87,fish,0.15,natural_gas,3.33,1,2000.0,4.33,26.67,226.0,1,131.25
bus,31.03,vegetables,0.9,natural_gas,3.44,0,0.0,106.09,24.17,92.0,1,167.08
car_petrol,246.27,fish,0.15,grid_eu,4.41,4,8000.0,51.96,5.83,69.0,1,406.58
car_petrol,40.83,fish,0.15,coal,3.06,1,2000.0,8.66,10.83,50.0,0,102.83
bus,13.53,fish,0.15,coal,4.77,0,0.0,60.62,15.83,88.0,1,129.83
bus,20.97,fish,0.15,coal,4.23,8,16000.0,6.5,10.0,282.0,1,259.0
car_petrol,95.6,dairy,0.75,coal,2.66,0,0.0,2.17,8.33,220.0,0,163.5
bicycle,3.13,chicken,0.15,coal,4.6,0,0.0,30.31,32.5,88.0,0,119.25
car_petrol,36.1,vegetables,0.9,natural_gas,6.02,1,2000.0,60.62,15.83,55.0,1,155.33
bus,35.93,chicken,0.15,coal,5.51,1,2000.0,25.98,5.0,283.0,0,174.75
car_petrol,138.17,vegetables,0.9,coal,4.43,4,8000.0,34.64,22.5,203.0,1,242.75
bicycle,1.53,fish,0.15,coal,4.15,0,0.0,90.93,12.5,128.0,0,141.0
car_diesel,121.13,dairy,0.75,coal,4.63,8,16000.0,8.66,34.17,118.0,0,244.83
bus,45.57,dairy,0.75,grid_eu,5.23,1,2000.0,8.66,21.67,72.0,0,108.25
bus,22.83,dairy,0.75,grid_eu,3.53,4,8000.0,90.93,34.17,224.0,0,199.17
bus,22.23,fish,0.15,coal,3.52,8,16000.0,6.5,30.0,289.0,1,260.92
bicycle,2.47,fish,0.15,grid_eu,3.29,4,8000.0,30.31,32.5,261.0,0,175.75
bus,64.7,dairy,0.75,grid_eu,5.24,0,0.0,4.33,1.67,273.0,0,44.42
car_petrol,156.17,dairy,0.75,natural_gas,3.98,0,0.0,15.16,22.5,103.0,0,127.92
bus,25.57,fish,0.15,coal,4.64,4,8000.0,15.16,3.33,250.0,0,168.17
bus,56.4,fish,0.15,coal,5.78,0,0.0,75.78,16.67,136.0,0,144.42
bicycle,3.13,dairy,0.75,natural_gas,4.14,0,0.0,25.98,2.5,192.0,1,64.25
bus,61.83,fish,0.15,grid_eu,3.13,4,8000.0,2.17,3.33,280.0,1,131.42
bus,23.33,chicken,0.15,grid_eu,4.16,1,2000.0,8.66,32.5,185.0,0,98.42
bicycle,0.33,chicken,0.15,natural_gas,4.21,0,0.0,34.64,40.0,218.0,0,151.0
bicycle,3.27,fish,0.15,coal,5.01,1,2000.0,75.78,25.0,257.0,0,180.42
bicycle,2.77,fish,0.15,coal,4.09,8,16000.0,25.98,7.5,74.0,1,221.08
bus,5.47,vegetables,0.9,coal,5.44,8,16000.0,34.64,30.0,258.0,0,252.25
bicycle,2.07,dairy,0.75,coal,4.39,4,8000.0,12.99,30.83,180.0,0,181.75
bicycle,1.63,dairy,0.75,natural_gas,4.73,4,8000.0,12.99,25.0,171.0,0,168.58
bus,37.53,vegetables,0.9,coal,3.02,4,8000.0,8.66,13.33,211.0,0,101.92
car_petrol,305.97,fish,0.15,coal,3.36,0,0.0,12.99,22.5,205.0,0,355.08
bicycle,2.2,fish,0.15,natural_gas,3.42,8,16000.0,6.5,10.83,234.0,1,139.67
bicycle,0.23,fish,0.15,grid_eu,4.36,4,8000.0,21.65,28.33,264.0,1,145.17
bus,25.2,fish,0.15,grid_eu,2.75,4,8000.0,10.82,38.33,272.0,0,175.75
bicycle,2.53,chicken,0.15,grid_eu,5.17,8,16000.0,60.62,18.33,169.0,0,181.5
bus,37.0,fish,0.15,coal,3.73,1,2000.0,15.16,28.33,57.0,0,135.75
car_diesel,72.17,dairy,0.75,coal,5.46,4,8000.0,17.32,30.83,264.0,0,268.83
bus,54.4,chicken,0.15,coal,3.04,4,8000.0,4.33,6.67,171.0,0,112.75
bus,57.83,vegetables,0.9,grid_eu,4.63,4,8000.0,2.17,8.33,209.0,1,131.0
bus,11.37,vegetables,0.9,natural_gas,2.9,0,0.0,30.31,15.83,175.0,0,88.83
car_petrol,124.07,fish,0.15,grid_eu,4.31,0,0.0,4.33,29.17,148.0,1,153.58
bicycle,0.5,fish,0.15,natural_gas,2.9,4,8000.0,45.47,25.83,137.0,1,159.83
car_ev,130.43,dairy,0.75,coal,4.27,4,8000.0,106.09,34.17,259.0,1,269.08
bicycle,3.13,dairy,0.75,natural_gas,3.4,1,2000.0,25.98,35.0,267.0,1,154.17
car_petrol,103.87,dairy,0.75,coal,5.04,4,8000.0,60.62,22.5,77.0,0,232.25
bus,34.37,dairy,0.75,natural_gas,5.09,4,8000.0,12.99,15.0,199.0,0,130.92
car_ev,292.73,dairy,0.75,grid_eu,4.28,8,16000.0,25.98,20.0,113.0,0,173.92
car_petrol,146.13,fish,0.15,natural_gas,4.94,8,16000.0,8.66,31.67,277.0,0,334.42
car_petrol,98.1,dairy,0.75,coal,3.08,0,0.0,60.62,25.83,274.0,0,193.58
car_petrol,120.53,chicken,0.15,natural_gas,5.16,4,8000.0,8.66,20.0,239.0,0,238.33
bicycle,1.07,dairy,0.75,grid_eu,3.77,8,16000.0,25.98,5.0,243.0,0,210.92
bicycle,2.2,vegetables,0.9,natural_gas,4.34,1,2000.0,17.32,3.33,90.0,1,77.67
bus,34.67,vegetables,0.9,coal,4.6,0,0.0,45.47,12.5,208.0,0,108.25
car_petrol,7.1,dairy,0.75,grid_eu,4.93,1,2000.0,21.65,10.83,250.0,0,105.25
bus,57.97,fish,0.15,grid_eu,3.79,4,8000.0,75.78,9.17,223.0,0,144.33
